Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_7.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_8.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_7.raw
Q9R1C7	Q9R1C7	PR40A_MOUSE	Prpf40a	Pre-mRNA-processing factor 40 homolog A	2051.97			9631.49	12224.9	15399						7401.26	5831.77	7339.16	2971.69	2412.59	1742.11	3177.58	2168.85	4365.9	3032.55	2923.61	7215.54	3364.39	5666.39	6882.75
Q9R1J0	Q9R1J0	NSDHL_MOUSE	Nsdhl	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	9452.49	21273.4		4719.2		6454.32						12193.9	7510.92	7584.08	5779.8	5745.04	6571.36	7622.36	4866.52	8312.77	6946.77	5392.49	12245.6	6900.77	5414.85	4183.36
Q9R1P0	Q9R1P0	PSA4_MOUSE	Psma4	Proteasome subunit alpha type-4	17501.4	20769.2	346255	19352.9	5133.33	19981.6	108738		132646	54892.7		14877.7	23621	14492.5	14522	15185.2	13936.8	22308.7	16145.4	24768.6	13536.9	11471	17666	17159.4	19856.8	36167.1
Q9R1P1	Q9R1P1	PSB3_MOUSE	Psmb3	Proteasome subunit beta type-3	12298.5	13884.3	277955	10886	607.89	15908.4	58916.7		55579			12616.6	15551.5	12829.1	14871.1	12362.1	11395.3	15507.3	15095.6	17986.7	11500.9	9418.48	10716	16890.2	16093.8	18532.8
Q9R1P3	Q9R1P3	PSB2_MOUSE	Psmb2	Proteasome subunit beta type-2	44464.6	42389.7	413415	22354.5	13312.7	19058.2	176174		235904			18546.3	28817.6	38382.3	24653.8	22136.6	19628.8	26606.7	18924.5	29741.9	18332	16439.1	25363.8	24691.9	21888.1	29659.2
Q9R1P4	Q9R1P4	PSA1_MOUSE	Psma1	Proteasome subunit alpha type-1	44040	51640.6	412755	33310.6	26656.4	31757.7	321374	189694	438124	449910		30907.1	34141	23389.2	28604	27010.7	22318	28542.9	23998.7	38953.5	21863.1	19016.2	33611.3	25045.7	30025.2	34339.1
Q9R1Q8	Q9R1Q8	TAGL3_MOUSE	Tagln3	Transgelin-3				44317	51583.3	6901.69	973986	1.01096e+06	277548				10098.2		8344.63	4083.98	4668.34	7115.36	46496.9	7529.89	6265.38	10572.9	22357.3		721.19	7855.31
Q9R1S7	Q9R1S7	MRP6_MOUSE	Abcc6	ATP-binding cassette sub-family C member 6	5105.48	6419.32										2821.31	3203.13	1982.74	3529.48	2684.59	3582.83	3669.86	2884.14	3632.93	3352.12	3440.44	2146.35	3864.96	1162.82	1593.76
Q9R1S8	Q9R1S8	CAN7_MOUSE	Capn7	Calpain-7	1196.57	367.281												62219.1			499.889			514.586	409.501	538.808			497.387	1068.17
Q9R1T2	Q9R1T2	SAE1_MOUSE	Sae1	SUMO-activating enzyme subunit 1	1013.45	1978.26		6532.22	5193.57	7665.65							2387.19		1404.32	1031.38	831.842	1228.51	1760.46	2250.7	1290.85	1336.72	2274.75	1909.32	2478.49	2950.83
Q9R1V7	Q9R1V7	ADA23_MOUSE	Adam23	Disintegrin and metalloproteinase domain-containing protein 23																		176124							8641.32	
Q9R233	Q9R233	TPSN_MOUSE	Tapbp	Tapasin	1734.77												1287.25		2478.63	1568.66	1861.15	1148.67	1054.38	1648.56	2210.1	1786	5146.1		1143.75	1599.68
Q9R257	Q9R257	HEBP1_MOUSE	Hebp1	Heme-binding protein 1	4841.58	2151.06											1049.01		2039.43	1185.36	1017.81	1052.84	1647.58	1594.46	1753.75	1369.64	1358.52		1364.44	2576.4
Q9R269	Q9R269	PEPL_MOUSE	Ppl	Periplakin	2409.83	5631.71	21479.2	1015.81					40886.7				3070.48	25645.1			4654.86	3134.38	1095.65	3435.46	1249.47	4111.24	6678.01		5866.88	3953.19
Q9WTI7	Q9WTI7	MYO1C_MOUSE	Myo1c	Unconventional myosin-Ic	3318.34	3328.47	22174.9									1656.68	1275.01	1605.46	1854.67	1322.15	2817.59	1183.08	2319.79	2496.68	2203.92	2643.41	1499.15	2950.89	1625.22	3665.78
Q9WTK3	Q9WTK3	GPAA1_MOUSE	Gpaa1	Glycosylphosphatidylinositol anchor attachment 1 protein													1667.57			583.488	708.991		550.194	575.725	377.654		1141.46	238.469	839.156	509.219
Q9WTL2	Q9WTL2	RAB25_MOUSE	Rab25	Ras-related protein Rab-25			90618.5											28337			819.886						1203.56		6603.54	4618.18
Q9WTL4	Q9WTL4	INSRR_MOUSE	Insrr	Insulin receptor-related protein	14085.3	7658.53	127369	7374.43	16929.3	10938.8	185359	800541	459918	458577	894720	6687.46	13770.9		19228.7	2379.32	3269.78	33861.9	6789.37	68884	2262.42	3723.45	6262.19	10023.7	24540.5	111039
Q9WTL7	Q9WTL7	LYPA2_MOUSE	Lypla2	Acyl-protein thioesterase 2				2256.53	4742.87	3905.71							2521.33	12356.2	2269.87	1697.4	2628.1	2962.12	1710.99	1852.59	3155.98	1870.22	2778.64	3351.63	3670.35	2187.27
Q9WTM5	Q9WTM5	RUVB2_MOUSE	Ruvbl2	RuvB-like 2	5995.88	5298.6	16884	9181.37	11442.9	10909.2						5282.87	4502.48	12705.3	4651.31	3603.44	2495.94	4047.1	3311.46	4612.91	3403.37	3785.91	4555.46	3804.47	4986.57	6168.87
Q9WTP6	Q9WTP6	KAD2_MOUSE	Ak2	Adenylate kinase 2, mitochondrial	39479.6	43803.1	48941.3	35026.8	25757.9	32578.8						46353.7	49086.4	47840.1	52857.8	53596	55237.9	43230	53393.2	49343.3	48544.7	50140.7	65213.8	55501.1	45065.4	42923.3
Q9WTP7	Q9WTP7	KAD3_MOUSE	Ak3	GTP:AMP phosphotransferase AK3, mitochondrial	22748.1	20473.7	14215.7	13713.9	10159.1	13919.7						26534.3	27789.7	16085.3	22755.2	23993.3	25062.4	21782.4	23207.2	23013.5	23095.8	25427.7	22645.2	22652.9	19773.1	21258.7
Q9WTQ8	Q9WTQ8	TIM23_MOUSE	Timm23	Mitochondrial import inner membrane translocase subunit Tim23				2376.05									1704.5		1589.99	1447.88	1761.26	1311.86	2005.55	1567.05	1577.19	1703.72	1558.3	1249.93	1627.19	1110.02
Q9WTU6	Q61831;Q9WTU6	MK09_MOUSE	Mapk9	Mitogen-activated protein kinase 9		813.795	6186.08	2403.92		588.629							1308.66		1246.83	999.352	833.582	1032.65	1501.79	1399.78	987.425	1319.96			1218.46	1365.76
Q9WTX2	Q9WTX2	PRKRA_MOUSE	Prkra	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1145.25	409.595	5682.16	1035.51		1798.06							1271.95		542.083	1213.06	1191.53	1173.2	1467.19	1111.73	680.604	1083.32	787.633	1194.02	1211.77	1573.46
Q9WTX5	Q9WTX5	SKP1_MOUSE	Skp1	S-phase kinase-associated protein 1	6219.87	4962.84	9731.06	12683.3		13239.2						7645.7	7357.37	10550.7	5733.25	7229.43	5261.48	7699.94	5426.34	8623.11	7020.35	5733.23	6192.11	5941.52	8517.59	8457.47
Q9WTX6	Q9WTX6	CUL1_MOUSE	Cul1	Cullin-1	11881.2	6824.29		5077.22	9735.28	5909.51						9311.29	4580.24		4508.59	3281.49	3023.46	3825.92	4027.66	5254.72	3685.75	3893.72	5815.84	3703.28	4541.16	5554.67
Q9WTY4	Q9WTY4	AQP5_MOUSE	Aqp5	Aquaporin-5	2437.62	1741.46	10214.1		658.806		171339	116893	124437			4664.92	4033.98				1269.59	6338.36		4104.17	1668.01		2069.92	4928.16		14636.8
Q9WU19	Q9WU19	HAOX1_MOUSE	Hao1	2-Hydroxyacid oxidase 1	24007.8	7612.47		7687.12		4866.79						12634.2	12922	7408.19	14616.4	9631	10351.5	7248.27	11548.5	12255.7	14561.6	15476.1	8109.49	10835.7	8738.4	10412.9
Q9WU28	Q9WU28	PFD5_MOUSE	Pfdn5	Prefoldin subunit 5																					229.484					
Q9WU38	Q9WU38	SCNNB_MOUSE	Scnn1b	Amiloride-sensitive sodium channel subunit beta			8632.49																							
Q9WU56	Q9WU56	PUS1_MOUSE	Pus1	Pseudouridylate synthase 1 homolog			5187.61	2586.38		3465.02							1271.08		530.35	640.272	521.576	496.778	583.682	1281.8	772.098	479.307	1452.02		919.363	1042.81
Q9WU78	Q9WU78	PDC6I_MOUSE	Pdcd6ip	Programmed cell death 6-interacting protein	8272.91	8191.5	30352.3	5543.91		5236.73			19329.4			8234.02	7622.82	44379.3	7358.71	7111.45	7774.09	7474.3	8003.03	8260.49	7983.9	6505.72	9412.78	7846.13	7987.13	10978.6
Q9WU79	Q9WU79	PROD_MOUSE	Prodh	Proline dehydrogenase 1, mitochondrial	7118.98	9546.56		9733.81	9398.65	4723.27						12218.2	8867.67		10584.2	13289.6	10305.3	13442.1	11870.7	11838.2	5646.43	6681.15	10617	10757.7	9837.92	4522.62
Q9WU84	Q9WU84	CCS_MOUSE	Ccs	Copper chaperone for superoxide dismutase	7467.12	10708.4		10314	14802.2	13069.7						9785.14	8597.09	13109.1	10668.7	8918.92	9328.33	10937.1	9192.04	11626.8	9730.52	9711.1	12885.8	9522.16	9184.04	11381.3
Q9WUA2	Q9WUA2	SYFB_MOUSE	Farsb	Phenylalanine--tRNA ligase beta subunit	3826.18	5128.01	11382.5	3489.92	5107.74	3423.38						4786.57	4495.17	10290.7	4944.96	4681.53	4773.35	5321.03	4797.25	5806.4	4472.38	4791.81	6439.09	4264	4784.2	4750.67
Q9WUA3	Q9WUA3	PFKAP_MOUSE	Pfkp	ATP-dependent 6-phosphofructokinase, platelet type			37402.6																						1137.86	960.611
Q9WUD1	Q9WUD1	CHIP_MOUSE	Stub1	E3 ubiquitin-protein ligase CHIP			5514.24										1354.18	10003.9	1023.49	983.836	1397.39	1264.26		976.908	1103.28	887.244			1275.94	1005.72
Q9WUK2	Q9WUK2	IF4H_MOUSE	Eif4h	Eukaryotic translation initiation factor 4H	6094.31	5259.4	23363.4	5917.39	10464.3	7878.2			59201.3			4331.25	5135.53	9616.46	4102.54	4078.6	4373.07	5346.92	4849.11	5638.95	4614.8	4600.11	10319.8	5200.66	7378.23	6595.66
Q9WUL7	Q9WUL7	ARL3_MOUSE	Arl3	ADP-ribosylation factor-like protein 3	1671.51	1298.42	16945.4	2310.93		3133.23						4823.49	2372.27	12199	2104.51	1505.38	1594.85	1592.71	1870.37	3005.31	2169.36	1946.97	2127	2442.69	2445.86	1847.84
Q9WUM3	Q9WUM3	COR1B_MOUSE	Coro1b	Coronin-1B	4224.82	3616.31	2472.01	1168.75								1082.53	1940.13	5755.79	2479.11	2206.01	2301.52	2924.52	2513.49	2815.14	2293.91	2811.83	3299.03	2628.09	3164.03	2792.69
Q9WUM4	Q9WUM4	COR1C_MOUSE	Coro1c	Coronin-1C	1039.64	1506.14	8934.57										1339.08		729.321	1050.72	971.376	1039.54	1526.87		759.821	716.743	1071.11	1318.78	991.328	1252.19
Q9WUM5	Q9WUM5	SUCA_MOUSE	Suclg1	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial	37808.8	30675.4	56131.3	23455.4	15403.4	40530						47549.4	50323.9	32483.6	44555.6	45776.1	45576.8	38550.9	42901.7	34972.6	46062	59752.4	48628.1	45140.2	42758.2	53161.4
Q9WUP7	Q9WUP7	UCHL5_MOUSE	Uchl5	Ubiquitin carboxyl-terminal hydrolase isozyme L5	2574.22		10230.2	5538.01		7743.03						3603.98	3551.76	3551.23	3114.05	2356.39	2946.11	3028.47	2512.37	3271.05	3056.19	2933.24	2062.68	3754.91	4215.33	4958.73
Q9WUQ2	Q9WUQ2	SEC12_MOUSE	Preb	Guanine nucleotide-exchange factor SEC12	8446.15	6141.61		6728.72	6647.08	7260.01						8086.83	8662.1	10591.6	9242.21	9710.11	10836.5	11150.4	10073.7	10779.3	8369.16	9508.62	9135.83	10080.6	10659.5	10554.9
Q9WUR2	Q9WUR2	ECI2_MOUSE	Eci2	Enoyl-CoA delta isomerase 2	8422.2	7223.59	4892.34	11227	43554.6	7961.09						15787.2	11451	10079.1	13295.7	17703	20307.7	22141.4	16928.3	13692.2	8860.5	9004.3	13386.4	17088.6	16495.4	8782.24
Q9WUR9	Q9WUR9	KAD4_MOUSE	Ak4	Adenylate kinase 4, mitochondrial	6235.29	4300.05	18601.4	4112.54	3179.89	4276.63						8911.56	9152.26	5009.65	5763.09	4471.08	4855.06	3900.68	5144.05	3279.83	8400.88	7629.46	5892.79	6222.59	4025.66	10399.6
Q9WUU7	Q9WUU7	CATZ_MOUSE	Ctsz	Cathepsin Z	20279.2	23052.3	69922.2	4959.04		7755.83						4817.75	7055.45	67391.8	6788.2	7914.63	5743.56	7536.33	6441.53	8256.07	6849.57	7841.89	5057.17	7957.68	7587.32	7650.58
Q9WUZ9	Q9WUZ9	ENTP5_MOUSE	Entpd5	Ectonucleoside triphosphate diphosphohydrolase 5	6052.7	4691.64		4021.66	7841.23	3522.78						6019.38	4104.33	9771.55	5988.7	8108.19	6739.41	9391.55	8287.92	6706.44	3073.68	3743.89	4778.74	8305.32	10007.2	3726.71
Q9WV02	Q9WV02	RBMX_MOUSE	Rbmx	RNA-binding motif protein, X chromosome						1629.09							463.844	15308.7							1018.22					
Q9WV03	Q9WV03	FA50A_MOUSE	Fam50a	Protein FAM50A				7877.37	7466.54	4318.43							1389.68				798.661			1075.49	903.552		1705.92		1013.01	824.504
Q9WV07	Q9WV07	LOXE3_MOUSE	Aloxe3	Hydroperoxide isomerase ALOXE3	4300.74	8100.67	22591.6				108466		17324.6	35655			1910.45		1643.29	1541.96	2792.25	2785.62	1053.03	2539.87	1076.86		2037.12		841.257	2728.2
Q9WV32	Q9WV32	ARC1B_MOUSE	Arpc1b	Actin-related protein 2/3 complex subunit 1B	6039.63	2892.44	15667.2	2229.08		3069.49						3373.57	3992.3	6328.11	4333.28	4162.99	3310.5	3748.1	4317.98	3426.39	4280.4	5245.71	1980.45	4759.05	4871.68	3787.69
Q9WV54	Q9WV54	ASAH1_MOUSE	Asah1	Acid ceramidase	18078.7	24317	138887	3686.27	8684.29	3558.28	177927		454286	544289		5815.74	7187.15		5117.75	8187.67	11040	16867.5	9924.4	5899.59	4709.9	3933.52	15307.1	6936.38	6757.51	14516.8
Q9WV55	Q9WV55	VAPA_MOUSE	Vapa	Vesicle-associated membrane protein-associated protein A	5156.6			2787.69		3226.57							7326.91	6080.48	7539.94	5600.58	5797.69	7006.67	8072.38	8139.05	6150.64	5414.7	7043.31	7853.62	6056.63	4147.97
Q9WV68	Q9WV68	DECR2_MOUSE	Decr2	Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	25324.3	18666.9		12564.1	28817	12853.4						25576.2	25991.1	21270.1	31685.7	25280.6	26286.5	27323.2	25979.2	26194.1	25123.2	23371.7	24230	23532.6	28703	18955.1
Q9WV70	Q9WV70	NOC2L_MOUSE	Noc2l	Nucleolar complex protein 2 homolog						2252.43							654.991		472.826	613.714		60.4858	827.255	326.377				352.486	643.565	551.64
Q9WV80	Q9WV80	SNX1_MOUSE	Snx1	Sorting nexin-1			1662.94			1597.85							1196.95		1049.17	856.239	1002.07	813.091	817.569	867.701	733.15	809.634	962.227	1340.14	993.471	793.09
Q9WV85	Q9WV85	NDK3_MOUSE	Nme3	Nucleoside diphosphate kinase 3	2959.11	2723.85		978.302		1958.2							2368.98	10123.7	2014.06	1620.83	1744.77	2495.97	1853.94	1677.03	1815.65	2025.78	1959.5	2896.88	1567.71	1565.8
Q9WV98	Q9WV98	TIM9_MOUSE	Timm9	Mitochondrial import inner membrane translocase subunit Tim9	2352.38	3955.57	5638.3			3536.08							2792.84		2827.3	2824.84	2517.99	3551.25	3235.2	2190.27	2465.95	3213.24	3255.1	3127.43	2731.02	4372.44
Q9WVA2	Q9WVA2	TIM8A_MOUSE	Timm8a1	Mitochondrial import inner membrane translocase subunit Tim8 A	7925.77	7044.07	7795.64	3392.66		2953.32						3829.7	5022.03	16021.7	3998.29	5354.82	5544.77	3600.74	4910.86	4439.67	3922.41	3597.49	3721.98	4535.13	4512.29	4485.75
Q9WVA3	Q9WVA3	BUB3_MOUSE	Bub3	Mitotic checkpoint protein BUB3	2463.32	2947.78	8484.96	11206.4	12216.1	19683.5						6543.93	4872.51	7147.92	3690.34	2590.46	2085.72	3403.57	3140.49	5656.83	3689.81	3550.2	4399.6	4925.81	7242.62	7551.62
Q9WVA4	Q9WVA4	TAGL2_MOUSE	Tagln2	Transgelin-2	8021.69	6533.06	41869.1			4106.84			19709.5				2653.27	30728.8	3165.26	2444.17	2752.6		3183.93	3261.02	3663.09	3160.66	9922.22	3612.41	5051.59	3016.41
Q9WVC6	Q9WVC6	SGK1_MOUSE	Sgk1	Serine/threonine-protein kinase Sgk1			7934.57																							1201.51
Q9WVD5	Q9WVD5	ORNT1_MOUSE	Slc25a15	Mitochondrial ornithine transporter 1	3501.6	2540.02		8103.07	5432.34	4525.49						7436.39	8040.76	9275.28	7931.1	9870.51	10324.6	8082.57	9921.71	8298.31	8441.17	9147.91	6904.36	7409.88	8313.06	7891.01
Q9WVE8	Q9WVE8	PACN2_MOUSE	Pacsin2	Protein kinase C and casein kinase substrate in neurons protein 2	2716.23	3572.72	5721.07	1592.67		1116.58							2205.48		1608.85	2491.74	3469.87	2519.83	2209.02	2926.29	2766.86	3386.94	3742.71	4366.84	2001.75	3656.75
Q9WVG6	Q9WVG6	CARM1_MOUSE	Carm1	Histone-arginine methyltransferase CARM1	1911.43		2798.07	2100.84	5350.52	3290.75							1287.4	8059.11	1110.62	834.512	1089.83	1249.93	1362.38	1381.36	1536.68	1092.96		1601.36	1854.97	1808.86
Q9WVJ2	Q9WVJ2	PSD13_MOUSE	Psmd13	26S proteasome non-ATPase regulatory subunit 13	9095.79	7425.53		13280.4	7722.32	16631.6						12736.8	11859.5	18668.1	13159.9	10910.6	9112.94	9164.31	9870.53	13155.2	10278	9404.65	8936.34	9039.6	11374.2	8363.58
Q9WVJ3	Q9WVJ3	CBPQ_MOUSE	Cpq	Carboxypeptidase Q	6554.34	8956.01	17463.6	2920.09	2448.5							3547.74	3392.86	5741.07	4805.18	4356.07	2682.72	4738.8	2858.45	5103.81	3384.36	2385.27	5247.75	2867.5	3536.39	4564.01
Q9WVK4	Q9WVK4	EHD1_MOUSE	Ehd1	EH domain-containing protein 1	2236.79	2621.85	12728.6										1847.58		2377.6	1464.48	2437.9	1751.16	1562.74	3154.71	3356.07	2385.67	1888.86	3367.51	2066.79	2695.8
Q9WVL0	Q9WVL0	MAAI_MOUSE	Gstz1	Maleylacetoacetate isomerase	61493.6	48536.7		89030.9	60315.3	84539.3						66199.1	63079.1	35274.3	60908.6	63006.1	58490.9	74744.8	72247.3	65075.4	59904.2	43125	68000.5	70659.1	81088.4	82518
Q9WVL2	Q9WVL2	STAT2_MOUSE	Stat2	Signal transducer and activator of transcription 2															532.77	421.253	895.34				555.881	577.407			500.915	
Q9WVM8	Q9WVM8	AADAT_MOUSE	Aadat	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial	8276.79	8355.98		6283.12	9892.37	9086.65						13571.5	15346.6	11723.6	13221.5	14876.1	14507.4	21336.1	20144.5	14367.6	11920.4	16576.1	9820.7	15325.8	13458.4	14014.9
Q9WVP1	Q9WVP1	AP1M2_MOUSE	Ap1m2	AP-1 complex subunit mu-2			11670											5434.23				492.493					1358.22			
Q9WVQ5	Q9WVQ5	MTNB_MOUSE	Apip	Methylthioribulose-1-phosphate dehydratase	2000.73	372.819	16417.4	5137.97	2727.74	5792.19							2569.07		1328.12	1290.57	775.205	1508.14	1590.6	2860.17	1480.95	1638.64	2932.57	1720.5	2458.02	2781.34
Q9WVT6	Q9WVT6	CAH14_MOUSE	Ca14	Carbonic anhydrase 14	4048.8	7543.9											3655.76		1632.68	2330.75	2987.24	2047.18	3041.8	2116.11	3449.25	7231.15		2304.06	882.416	2355.5
Q9Z0G9	Q9Z0G9	CLD3_MOUSE	Cldn3	Claudin-3	5146.58	6244.84											1313.73		2503.4	2182.89	2834.84	1761.96	2678.91	2922.48	1801.61	2465.15		3073.09		
Q9Z0H3	Q9Z0H3	SNF5_MOUSE	Smarcb1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1				4775.27	5636.4	6711.05										1205.37				1846.55	868.184		2380.67	1281.56	1443.81	
Q9Z0J0	Q9Z0J0	NPC2_MOUSE	Npc2	NPC intracellular cholesterol transporter 2						2415.43							3681.93		2266.05	4153.53	2993.38		3015.15	1548.98					2886.14	2230.53
Q9Z0K8	Q9Z0K8	VNN1_MOUSE	Vnn1	Pantetheinase	1934.31	2662.1		1970.88								6180.34			1789.14	1322.74	1588.51	3560.38	2719.66	3626.66	1346.97	1743.19			2677.4	2931.98
Q9Z0M5	Q9Z0M5	LICH_MOUSE	Lipa	Lysosomal acid lipase/cholesteryl ester hydrolase	3948.68	3386.94		2293.56									1676.56		1357.58	2181.66	2092.44	3059.41	1373.28	2665.12	1185.11	1919.2		2407.55	2003.26	1575.56
Q9Z0N1	Q9Z0N1;Q9Z0N2	IF2G_MOUSE	Eif2s3x	Eukaryotic translation initiation factor 2 subunit 3, X-linked	8440.79	9719.5	10964.5	6925.37		5043.26						10010.1	6634.98	15595.1	5396.21	5696.93	5829.89	6342.12	6563.74	6881.73	6004.52	5445.31	8570.04	6556.6	6963.69	7803.49
Q9Z0N2	Q9Z0N2	IF2H_MOUSE	Eif2s3y	Eukaryotic translation initiation factor 2 subunit 3, Y-linked				3010.9		2869.63										1669.61	1745.28		3005.85		908.463	736.662	850.4		1201.81	
Q9Z0R4	Q9Z0R4	ITSN1_MOUSE	Itsn1	Intersectin-1	853.373	982.539													592.518		903.241		1432.36		722.479	743.444			812.917	
Q9Z0R9	Q9Z0R9	FADS2_MOUSE	Fads2	Acyl-CoA 6-desaturase	2145.78	2863.76			4195.75	4728.8						2372.82	3108.51	1893.4	1721.03	1918.85	2696.02	1649.57	2034.5	3067.76	2510.59	2905.39	909.974	2175.02	2421.07	4059.96
Q9Z0S1	Q9Z0S1	BPNT1_MOUSE	Bpnt1	3'(2'),5'-bisphosphate nucleotidase 1	9162.51	5469.09		7956.15	5349.99	8664.85						8570.54	8337.59	4546.51	7750.03	8509.57	8045.61	8599.93	7880.96	7325.54	8616.82	5971.78	9209.58	8717.88	10075.1	8075.16
Q9Z0T9	Q9Z0T9	ITB6_MOUSE	Itgb6	Integrin beta-6	2988.01	3616.26											616.174	3178.52	1275.77					962.36	1408.44	1366.78	907.023			
Q9Z0U1	Q9Z0U1	ZO2_MOUSE	Tjp2	Tight junction protein ZO-2	2500.81	7376.64	18844.1										2389.95	4103.76	2150.33	2168.64	3133.73	2975.75	2326.64	2779.79	1489.11	1292.41	1909.81	4158.2	1736.76	6624.25
Q9Z0W3	Q9Z0W3	NU160_MOUSE	Nup160	Nuclear pore complex protein Nup160				4550.14		3154.47							1144.16		1143.96		557.797	800.289		1474.02	713.898			1230.8	1356.53	1485.08
Q9Z0X1	Q9Z0X1	AIFM1_MOUSE	Aifm1	Apoptosis-inducing factor 1, mitochondrial	22404.5	16569	22815.4	17835.1	16961.4	20168.5						21763.6	26210.1	18069.8	28347.4	29260.5	28325.2	27972.3	26765.3	26580.2	26456.8	26871.2	30262.7	27802.3	25589.5	22219.4
Q9Z0Y1	Q9Z0Y1	DCTN3_MOUSE	Dctn3	Dynactin subunit 3	1937.66											2866.11	2046.36		2090.38	822.895	2144.86	1608.1	2148.61	1273.64	1685.64	1018.6	3694.32	1921.57	1443.22	1631.5
Q9Z103	Q9Z103	ADNP_MOUSE	Adnp	Activity-dependent neuroprotector homeobox protein				1679.61		1693.75										402.989				321.368	661.858				433.687	376.778
Q9Z108	Q9Z108	STAU1_MOUSE	Stau1	Double-stranded RNA-binding protein Staufen homolog 1	2028.34	2151		2600.09		1793.88							1426.78		1761.32	1593.2	1653.93	2008.37	2042.34	2070.88	1526.56	1175.54	2200.73	2021.62	1927.92	1449.94
Q9Z110	Q9Z110	P5CS_MOUSE	Aldh18a1	Delta-1-pyrroline-5-carboxylate synthase			6835.44									1913.74			858.23	581.333	829.539				845.165	401.039			622.868	
Q9Z120	Q9Z120	TRMB_MOUSE	Mettl1	tRNA (guanine-N(7)-)-methyltransferase			2468.79			3345.28							1974.68			232.5				1590.79	636.685				1012.07	
Q9Z130	Q9Z130	HNRDL_MOUSE	Hnrnpdl	Heterogeneous nuclear ribonucleoprotein D-like			4690.29	2833.1		6469.3							1558.27		1497.08	978.839	1051.13	1265.62	1452.61	2012.64	1537.5		3349.27	1386.1	2718.2	2608.56
Q9Z185	Q9Z185	PADI1_MOUSE	Padi1	Protein-arginine deiminase type-1	3560.56	2643.99	55542.4						92084.8				6358.82			289.017		752.524			1427.24				1345.24	964.786
