Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_1_Slot2-34_1_17045.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_2_Slot2-34_1_17047.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_3_Slot2-34_1_17049.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_1_Slot2-35_1_17057.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_2_Slot2-35_1_17059.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_3_Slot2-35_1_17061.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_1_Slot2-36_1_17070.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_2_Slot2-36_1_17072.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_3_Slot2-36_1_17074.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_1_Slot2-34_1_17084.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_2_Slot2-34_1_17086.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_3_Slot2-34_1_17088.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_1_Slot2-37_1_17108.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_2_Slot2-37_1_17114.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_3_Slot2-37_1_17116.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_1_Slot2-33_1_17082.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_2_Slot2-33_1_17090.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_3_Slot2-33_1_17092.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_1_Slot2-35_1_17106.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_2_Slot2-35_1_17110.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_3_Slot2-35_1_17112.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_1_Slot2-34_1_17144.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_2_Slot2-34_1_17145.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_3_Slot2-34_1_17146.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_1_Slot2-36_1_17149.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_2_Slot2-36_1_17157.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_3_Slot2-36_1_17158.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_1_Slot2-33_1_17166.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_2_Slot2-33_1_17167.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_3_Slot2-33_1_17168.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_1_Slot2-35_1_17151.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_2_Slot2-35_1_17176.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_3_Slot2-35_1_17177.d
Q9QYA2	Q9QYA2		Tomm40		9969.08	8528.4	5081.49	4841.9	4784.68	5085.7	4494.73	4782.13	4826.13							7261.79	6029.56	5855.67	6395.88	5537.86	6572.1	4297.75	3853.74	3745.05	3670.22	3703.16	3524.71	4608.21	3999.31	4848.35	7127.6	7355.11	6741.45
Q9QYB1	Q9QYB1		Clic4		23758.1	18852	19595.9	15614.8	16614.8	17091.9	16893.4	18017.8	16579.4		29116.4	49051.5	23823.7	26869.4	27746.9	17981.6	21164.1	18122.3	16974.4	18293.4	18385.3	14167	11119.2	10746.1	13828.4	11649.6	14519.9	11310.8	13623.2	13856.1	23910.3	20797.7	16414.2
Q9QYB5	Q9QYB5		Add3		2867.36			3029.47			3694.21	2622.5	2846.41		12183.2					4178.62	4271.49	3982.84	3188.48	2771.86	3123.64			2639.36	1918.14	2277.56	1883	3061.79	3344.11	3756.77		2561.14	2432.34
Q9QYC0	Q9QYC0		Add1			2030.74	3901.15	2469.4	3802.32	4072.63	2947.87	3154.17	3627.71				3222.99	5164.28	5704.19	2764.81	3189.86	2987.88	2730.5	2785.33	2393.16	3123.02	3427.22	3223.56	4406.98	4532.22	4902.71	4372.09	4261.13	4205.28	4507.96	4660.28	5023.27
Q9QYC7	Q9QYC7		Ggcx		14694.4	13656.6	14162.4	16392.3	15234.6	15955.8	18446.1	18153.8	16565.2	84465.2	84437.5	49555.7	22359.5	23817	20715.8	17600.8	17186	15608.2	17732.2	17983.4	17297.7	13179.1	12438.1	11491.9	19536.9	18397.7	15339.8	17353.8	17366.3	19193.7	16465.6	16075.8	17926.6
Q9QYE6	Q9QYE6		Golga5		4040.27				3561.86	4492.35	5018.89	3177.78	3856.33				4530.33	4441.83	4070.37	4307.29	4480.24	5388.44	5952.55	4928.66	6172.64	6502.76	6962.25	6210.91	9780.53	8466.97	9079.54	7435.28	8299.38	8629.43	13706.7	13716.7	13242.7
Q9QYF1	Q9QYF1		Rdh11		17705.4	17376.7	14415.2	14847.4	16959.9	18019.2	17637.9	15814.9	18954.7	20325	16797.5	24137.7	19534.3	21387.7	20855.7	20393	17333.9	19494.8	20926.6	20581.6	21536.8	16350	15707.4	16672.5	12878.4	13240.7	13050.4	16773.5	17284.7	17280.4	16667.9	13882.3	14138.8
Q9QYF9	Q9QYF9		Ndrg3						1212.78			1485.39										1493.58	1481.35	1508.16	1489.68	1249.2	1496.28	1124.57	1189.2	1233.37	1365.19	1127.66	1096.77	1143.5	1945.84	1671.29	1461.92
Q9QYG0	Q9QYG0		Ndrg2		70431	61250.2	66141.3	63382	64235.4	66871.9	60172.7	66127.2	59912.9	104571	96628.4	118034	71483	61245.9	64950.8	63302.1	64389.3	63341.5	69829.6	68091.8	70314.2	62908	60842	59537.2	106306	107729	103270	115550	103171	103408	147805	129022	116692
Q9QYH6	Q9QYH6		Maged1						829.977		1269.93	1376.19	871.761							1466.86	1070.51	989.981	1160.29	925.309	1029.78	522.319	713.673	951.797	1115.08	1068.66	1186.82	1441.21	1494.92	1431.46	2880.14	2412.38	2853.23
Q9QYI3	Q9QYI3		Dnajc7		6203.72	5996.11	5110.32	5590.13	4768.5	4564.8	5810.05	6088.91	5788.55	20914.8	23444.1	12864.2	11885.4	11698.7	10917.5	6391.97	5783.51	6028.81	6081.47	5886.42	5580.17	8079.77	7103.8	7365.99	6152.14	6671.16	6234.03	6146.56	7449.23	6906.68	5695.94	6759.53	7176.8
Q9QYI4	Q9QYI4		Dnajb12		5522.49	4000.82	3368.53	4073.35	4796.15	3399.65	4900.95	4836.73	4310.47							3719.18	4016.04	3403.88	2956.05	2982.71	2895.87	3329.2	3137.45	2652.09	3487.15	3605.73	3545.19	2700.2	2207.86	3872.27	3511.31	3221.13	2945.78
Q9QYI5	Q9QYI5		Dnajb2		11755.1		11304.6	9014.54	8390.39	8806.55	8234.5	8372.85	9500.94	68110.9	57738		22749.1	30448.7	28285.6	8300.1	9258.74	8779.7	10077	10559.6	8901.14	8460.16	7029.99	6722.31	6590.47	6199.49	4134.78	5819.78	3838.83	4240.09			
Q9QYI6	Q9QYI6		Dnajb9								1056.56		857.846							858.039					865.823					1040.35	1156.79		1460.08	1252.96			
Q9QYJ0	Q9QYJ0		Dnaja2		25542.1	25245.2	27912.4	25149.5	23738.5	26530.8	24425	26136.1	25601.3	78714.4	66053.2	87684.1	45362.9	52110.2	45408.9	19778.8	18233.5	18124.9	13419.7	15474.3	14708.5	15499.4	16190.7	14878	10873.7	12803.7	14124.9	16236.1	17699.6	19157.6	14509.4	15669.7	16361.1
Q9QYJ3	Q9QYJ3		Dnajb1							1869.85	2516.74	1917.01	2429.53	16928.6	16887.6	14629	7545.49	6519.65	6659.84	2680.89	2372.08	2303.21	3331.5	3546.04	3417.78	5941.71	6605.59	7182.39	4653.93	4406.93	4192.49	4966.87	4113.78	3594.85	6467.47	6152.36	7035.85
Q9QYK7	Q9QYK7		Rnf11		1264.46						1275.56	1130.3	1240.2							1343.28	1018.62	1154.59	1417.21	1571.5	1408.36	1360.52	1374.25	1523.01	1264.83	1215.78	1369.7	1087.45	1181.01	1281.01	1814.51	1493.2	984.482
Q9QYR7	Q9QYR7		Acot3																				350.151	382.28	383.161							427.437	549.1	666.218		685.558	
Q9QYR9	Q9QYR9		Acot2		6428.06	7284.38	5218.72	5713.01	7663.69	6147.38	7425.24	6291.95	6330.61	17310.6		22141	7252.17	12036	14271.7	5956.38	5872.9	4978.66	4144.96	4156.57	3779.1		2885.79	2775.04	2462.66	2330.54	2395.22	7973.18	8882.35	9145.12	14395.4	13677.3	11020.5
Q9QYS9	Q9QYS9		Qki		8189.89	6721.89		3906.43	4665.76	4641.72	4089.11	5447.85	5613.55		13200.8					7271.2	6087.91	5121.82	6729.85	5805.79	5692.13	6687.06	8339.58	4418.64	9411.05	8418.23	9723.57	3825.79	4972	4671.86	8584.84	7597.71	8583.34
Q9QYY8	Q9QYY8		Spast								1059.66										1094.01		986.565	947.589	946.041				547.297	831.939	724.116	1540.85	1487.5	1432.38	2496.34	2617.38	1863.43
Q9QYY9	Q9QYY9		Adh4		18827.8	16584.7	19844.7	15544.3	14177.4	17166.2	12718.7	13141.3	13712.4	159965	143313	69222.7	51430.5	46732.2	45599.1	15408.2	16021	14026.7	15843.9	16286.7	16108.3	13855.6	14033	18383.3	13331.3	12285.8	11054.2	15010.5	15552.7	16778.8	12520.5	12242.6	13673.3
Q9QZ06	Q9QZ06		Tollip		2008.68	3401.96	5439.82	4740.5	4626.76	4035.47	2387.14	4004.55	2793.24							3155.19	3211.23	2693.3	2956.25	2955.81	2876.92	2195.5	3492.32	1864.42	2528.33	2827.56	2569.04	4176.7	4827.52	5596.2	6002.8	5763.69	6866.46
Q9QZ08	Q9QZ08		Nagk		4537.54	4644.86	6194.02	6285.54	5993.11	8221.6	3723.12	3787.09	4081.28					9881.22	5697.69	4295.05	4995.1	5478.21	5122.11	5098.95	5349.99	6741.64	5969.19	6112.73	6553.78	6151.43	6566.19	5915.94	5572.57	5896.7	13646.4	13560.7	13511.1
Q9QZ11	Q9QZ11		Exo1																			1037.58	1792.58	1771.79	1946.1		268.111	351.913			693.908		441.251	842.96			560.629
Q9QZ23	Q9QZ23		Nfu1		5589.31	8788.59	9540.06	7747.85	8148.84	7023.49	5504.74	5797.18	7438.93							7023.6	7084.36	5954.9	8906.61	8554.55	9710.03	12238.2	13101.7	12427.4	10807.1	10528.8	10635.5	10127.8	9757.93	10066.4	16713.9	20429.5	20091.2
Q9QZ25	Q9QZ25		Vnn3								1415.42	1275.61								1184.63	1745.27	2736.99	2226.62	2147.57	1769.3	1906.2	1911.12	1930.49	1652.57	1845.61	1635.75	2378.72	1450.4	1639.81	2617.95	2463.42	2623.98
Q9QZ73	Q9QZ73		Dcun1d1					3719.42	2378.36	2886.05	2329.96	2622.94	3814.56							2659.24	4282.9	3239.36	3948.16	3862.75	4323.09	4537.49	4243.09	4073.35	4017.61	3781.16	3708.49	3637.64	3483.48	3652.21	5232.21	5350.12	4831.36
Q9QZ85	Q9QZ85		Iigp1		44079.2	39824.9	47867.2	45459.1	45653.6	48850.4	41149.8	43202.8	42424.8	298672	187940	207136	77937.6	73794	81514.6	50477.8	47702.8	50917	48081.1	49756.9	50099.7	40925.7	40308	38180.9	34612.5	34573.6	27675.9	30182.5	26659.8	28132.3	33679.8	24007	26410.5
Q9QZ88	Q9QZ88		Vps29		18648.7	13414.7	14239.4	16360.7	17207.8	16623.1	18473.8	17631.4	17265	54198.7	39578.9	43791.3	12824.6	16790.9	16715	16995.1	17013.3	17604.7	13922.6	15233.9	15353.1	23692.5	26056.3	24569	16658.1	17398	17049.5	23630.5	22884.8	22401	28442.8	21768.9	21358.2
Q9QZA0	Q9QZA0		Ca5b				3445.18						1160.67										1230.28	759.861	974.762				1451.37	2438.11	2795.17	1070.77	1170.1	1381.19		1359.98	1591.24
Q9QZB7	Q9QZB7		Actr10			2692.95	3517.13	3577.89		2436.94	5172.17	5296.34	5029.43							5580.76	3832.21	4666.68	3392.47	3992.76	3648.6	3712.59	3694.87	3937.48	1982.24	2468.42	2290.26	3512.76	3364.1	3265.52	2366.37	2522.96	3026.32
Q9QZD4	Q9QZD4		Ercc4																			401.294				604.424	513.598	438.199		578.48		308.104	163.031	455.008	1024.96	870.625	424.927
Q9QZD8	Q9QZD8		Slc25a10		78603.7	70481.1	71511.4	80521.1	70262.5	68266.4	79137	76171.1	81473.4	160789	145213	148820	87161.6	69855	67661.4	73414.9	74260.6	73968.7	63008.9	67850.2	63565.5	51607.8	52814.6	53738	37366.3	44958.4	46992.1	30352.1	32334.6	31780.7	52023.5	42036.8	44799.8
Q9QZD9	Q9QZD9		Eif3i		19760.1	16153.3	19033.5	17922.2	17362.6	18551.4	18901.1	20848.8	19473	67863.8	78356.7	53912.2	41849.1	41275.6	40058.5	15672.5	17365	17527.4	13977	14465.4	14873.2	18041.1	17786.3	18145.5	10574.6	10625.7	9589.4	12845.8	10100.4	12444	17153.9	13482.1	14700.8
Q9QZE5	Q9QZE5		Copg1		23718.2	30131.7	23434.4	27217.9	22364.1	22833.6	23716	24162.9	24661.6	95619	19606.4	22866.4	26866.1	32103.3	26539.4	27091.8	25988.3	26502.2	28186.2	29584.3	29906.4	25370	27566	26525.2	25690.2	24708.1	25462	29817	30943	28020.1	39412.4	38902.8	37280.3
Q9QZE7	Q9QZE7		Tsnax		4577.82	3167.94		4832.51	4656.5		3905.15	4335.2	4283.35							5224.27	3497.61	3638.47	3671.69	4183.04	5089.72	5910.56	3719.3	3794.8	5283.75	3423.4	4414.9	3940.46	4343.25	4218.72	4957.65	4776.73	5072.75
Q9QZH3	Q9QZH3		Ppie																		507.794		465.294	437.431	337.333		371.341			465.412	796.16	552.094	563.963	634.453	1062.37	889.588	1259.75
Q9QZH6	Q9QZH6		Ecsit		13058.1	10414.3	10142.8	11485.2	12311	8546.79	9429.08	8663.52	8563.6	41247.6	35263.2	26675.9	16739.9	18614.8	18724.5	8090.63	9857.96	9425.34	9378.26	9604.3	8404.91	10530.7	10173.3	10181.8	7778.97	6694.2	7057.91	6302.61	5959.31	6111.18	10976.9	9871	9093.07
Q9QZK2	Q9QZK2		Bcar3			714.482					716.943	727.917	614.255								865.815	724.168	420.34	524.856	619.555	752.43	896.083	623.001	318.199	318.427	299.741	595.161	445.276	505.715		487.861	652.854
Q9QZL0	Q9QZL0		Ripk3												5683.75		1021.73	1991.35		1084	557.941	1170.26	724.54	904.945	1069.69	1018.76	576.237	898.055	1117.48	1113.2	799.609	883.383	919.285	1039.34			
Q9QZM0	Q9QZM0		Ubqln2							589.1		413.595								904.765	768.489		638.257	492.692	739.244	573.108	457.235		600.306	699.804	836.72	943.654	618.105	990.01			
Q9QZM2	Q9QZM2		Polg2			4807.3		3622.06	3508.34	2457.75	3571.3	2805.31	3063.56				5747.53			5175.38	2064.39	1465.72	2360.13	2505.75	2567.82	1991.24	2742.39	2371.65	3515.36	3263.95	3511.97	3438.68	3521.63	3491.76		1689.34	1949.31
Q9QZN4	Q9QZN4		Fbxo6		6561.51	6586.74	4694.89	6473.28	7984.73	8678.39	7157.44	6662.68	7796.04				3374.79	20867.3	24323	8578.99	10062.9	7891	8239.37	8516.14	8686.43	9067.09	8190.85	8516.63	4552.46	4638.97	4863.86	5444.8	6102.16	6109.99	8510.33	7586.79	8293.5
Q9QZQ1	Q9QZQ1		Afdn		6491.18	6855.93	6122.16	6415.94	5999.76	5957.11	6084.1	5287.99	6271.67	50655.2	27162.9	18810.7	15648.4	15471.2	12205.9	5803.68	6693.88	5766.63	6065.38	5741.48	5617.22	7233.23	6077	6966.9	9928.26	9522.59	8645.52	8837.41	8288.92	9244.41	10003.7	9546.85	10396.9
Q9QZQ8	Q9QZQ8		H2afy		49495.4	26211.2	31175.9	24162	31923.2	35936.6	32220.8	33649	32093.6		11273.9	12485.5	65194.1	56565.6	63485.9	35186.9	36823	36168.5	35531.7	35722.2	37559.5	41946.2	40743.6	41579.9	49910.2	52537.3	54424.4	59452.2	50901.6	51098.2	57642.1	67934.7	71356.1
Q9QZR0	Q9QZR0		Rnf25					1187.46			701.047	1447.18	534.497										699.077			851.222	1250.91	1380.26	1260.01	958.088	1433.13	955.718	1152.51	1177.13	1267.09	1210.3	1290.19
Q9QZS3	Q9QZS3		Numb		5936.69	6624.53	7299.26	4624.17	5506.74	5383.05	4837.81	4399.59	4634.1		18223.7	23931.5	8059.22	7895.18	8132.83	5716.77	5366.36	4783.09	4849.06	5258.18	5668.69	4766.17	3995.19	4914.99	7990.3	8953.68	7723.8	8464.18	8932.34	6261.53	11048.4	9573.89	11039.6
Q9QZS5	Q9QZS5		Sgk2		10606.3	7714.88	10703.4	7002.46	9544.27	6971.07	9461.98	9909.74	10237.5		34474.3					7771.8	6542.83	6862.98	6834.71	7365.8	6976.81	8349.89	7502.97	8454.44	7293.33	7496.04	7690.92	8602.6	8190.92	9278.85	7127.62	6475.64	6383.34
Q9QZU9	Q9QZU9		Ube2l6										1852.72							1346.12				1993.46	2179.77	3111.28	2640.66	2523.61	3051.24	3192.51	3568.72	2897.01	2783.74	3355.47	2752.29	2964.39	2911.24
Q9QZW0	Q9QZW0		Atp11c		21090.8	21172.2	21857.4	20071.4	20823.8	20258	23697.2	22697.6	22647	99119.5	88840.5	103358	32641	42292.7	43046.9	24605.8	24007	23152.7	21166.7	20531.6	22151.2	20928.5	19793.4	20348.4	28016.6	29959.1	25759.5	24929.6	23623.8	24346.7	44178.8	37473.3	38843.7
Q9QZX7	Q9QZX7		Srr			2922.81	2571.21	2926.76	2586.15	3532.71	3695.31	4383.48	3971.03				6596.73		3838.2	3862	5225.39	3835.01	4824.49	5002.78	4752.59	4860.43	4130.85	4432.48	5653.52	5366.32	4642.06	5794.83	5423.11	5791.92	7774.3	6593.03	7052.49
Q9R008	Q9R008		Mvk		10840.8	6764.12	9749.53	3684.97	3267.02	3941.27	4700.82	4646.3	4617.53	25169.8	18343.3	17184.9	10046.6	10654.1	8625.14	4905.14	4820.69	5608.28	5376.81	5737.56	5560.48	3281.28	3414.54	3794.34	4425.87	4672.38	3516.57	4130.55	3656.01	3131.37	4260.89	3241.15	2663.59
Q9R013	Q9R013		Ctsf		9379.65	8784.18	8138.67	7200.23	7996.84	7557.89	6769.72	7790.83	6437.99							7076.02	7099.77	6566.36	4818.69	5222.21	5483.11	4487.94	5137.75	3228.98	1629.24	3259.46	2933.32	4045	4083.11	4707.77	4294.26	3342.64	
Q9R049	Q9R049		Amfr		8098.4	7442.03	8485.84	6342.74	7036.04	6796.74	6561.26	5929.15	6541.55					11335.5	12551.3	7048.71	6601.6	6149.05	5991.23	5906.57	5432.52	6565.55	5856.41	5533.42	6397.4	6061.62	6458.78	7541.97	6832.71	7303.22	10179	6896.34	7041.77
Q9R060	Q9R060		Nubp1		4190.75							2518.07	2277.62							2071.19		2903.87			1702.24		1638.73					867.903		1217.22			
Q9R061	Q9R061		Nubp2			2699.99	1936.31	2447.6	3017.14	2189.44	3248.65	3162.03	3779.33							3066.74	2864.4	3148.24	4296.33	4016.87	3672.99	3094.77	3179.6	2932.72	2461.49	2249.9	2152.79	2664.3	3243.3	3644.44	3246.34	4097.31	4984.95
Q9R062	Q9R062		Gyg1			2217.3		2797.46		2625.27		2693.16	1256.39				3989.43						1587.38	2024.01	2693.78	2103.16	1753.33	1849.55	2404.05	2501.24	2716.67	1749.84	2128.79	2154.67	2671.86	2490.03	
Q9R069	Q9R069		Bcam														2356.33		2386.51						797.456	1197.25	879.936			1229.38		1092.7			2917.2	2539.07	1571.44
Q9R078	Q9R078		Prkab1			2370				1665.95	2049.98	2498.55	1599.59							2111.52	1723.96	2450.89	2089.47	2352.18	2339.49	3148.61	1895.16	2272.87	3663.16	2812.09	2169.01	4124.97	3397.53	3168.06	7001.08	4726.69	4784.85
Q9R087	Q9R087		Gpc6						6110.2		7716.22	6449.99	6943.09														5363.52	5372.87			4134.76		1332.58				
Q9R088	Q9R088		Tk2				1694.66	2285.01	1429.46	2097.95	1697.91	1835.71	2246.46							1771.93	2804.93	2697.14	2984.31	3134.51	2683.74	1544.55	2148.12	2044.67	3693.23	3562.29	3192.45	3267.81	4125.71	4872.47			
Q9R092	Q9R092		Hsd17b6		58530.7	55973.1	58944.6	54653.2	49855.1	53625.9	41622.4	44525.7	43796.1	13097.7	12533.5	15347.8	25019.6	24033.5	24314.5	44568.8	45536.6	50219.7	53882.5	53117.6	48464.1	25727.2	26197.7	24856.9	23678.5	21119.7	23225.2	42037.1	37624.8	43880.3	24277.3	28748.6	34824
Q9R098	Q9R098		Hgfac							1132.61		1803.84	1741.71							1711.73	1640.01	1435.43	2151.97	2214.87	2475.75	2252.6	3900.59	3007.61	2963.95	2980.71		2407.01	2582.83			2974.14	3229.38
Q9R099	Q9R099		Tbl2		7402.6	6450.44	6421.18	6301.94	6702.91	7061.55	8414.26	8258.71	8560.87			23056.2	11916.9	14783.2	10242.9	8569.65	7777.14	7933.28	7776.25	7154.73	8464.34	7834.76	7354.52	8045.66	7864.34	7911.64	9384.66	8239.88	9369.88	7853.73	11289.3	10467.6	9951.86
Q9R0A0	Q9R0A0		Pex14		6071.26	6565.85	8132.95	7291.1	6810.35	6616.1	6868.93	6791.6	6464.98	35187.4	16777.6	27543.8	15267	15409.7	16001.4	6684.92	6588.08	7507.49	6096.06	6677.51	7408.7	9145.62	9063.09	8331.31	9045.15	9684.74	9228.89	8565.46	8070.4	8839.29	11112.8	8724.65	9015.95
Q9R0A1	Q9R0A1		Clcn2					2590.73			1978.63	2173.53	1879.25							1783.84	1822.34	1659.97	2352.2	2234.32	1825.31	1595.51	1884.97	1726.97	2135.37	1898.99	2103.27	1315.3	1574.37	1612.45	3271.48	2282.83	2173.77
Q9R0E1	Q9R0E1		Plod3					1351.47	2007.03	1784.13	1769.6	1470.94	1767.81							2838.72	1830.81	2454.77	1810.42	2001.92	1864.39	1838.48	2408.66	2295.41	1352.1	1664.52	1781.29	1892.71	1253.24	1899.62	3605.96	2627.16	2607.17
Q9R0E2	Q9R0E2		Plod1							1216.19	1509.5	1608.01	1377.69							1835.09	1837.35	1912.42	2211.06	2495.63	2591.77	3081.03	2904.81	3262.97	2050.26	1918.89	2025.98	1030.39	1333.92	1594.73	6359.17	1561.7	
Q9R0H0	Q9R0H0		Acox1		176382	168262	194066	204797	203582	203451	206748	216092	206769	915265	1.31664e+06	736932	170752	128252	178761	221780	208564	213383	243860	244178	230485	197233	190932	196735	190259	179025	182202	241868	216029	226731	301795	252825	237173
Q9R0I7	Q9R0I7		Ylpm1																							868.235		673.96		655.13	2058.95		773.28	736.584	1819.51	2093.89	1338.96
Q9R0L6	Q9R0L6		Pcm1																							1346.34	1347.42	1316.93	5553.94	5066.27	4023.64						
Q9R0M5	Q9R0M5		Tpk1								1268.41	1521.36	2105.47							1290.95	1573.73	1052.63	1652.39	1552.32	1700.16	526.673	482.923	1288.29	2097.1	1698.08	1687.01	1765.81	1818.05	1613.71	1409.84	1021.9	1667.28
Q9R0M6	Q9R0M6		Rab9a		5824.42	7693.28	7770.59	8430.58	5695.19	7285.86	8047.82	8102.49	10539.6							8353.74	7900.1	6888.44	7053.2	6651.09	6090.63	5720.9	7433.06	6850.4	6795.86	7269.31	6762.5	9144.9	8774.48	9520.92	18022.2	12449.7	12066.2
Q9R0N0	Q9R0N0		Galk1		25361.8	24120	21543.4	24174.4	20562.8	21142.2	22096.5	23287.7	21519.2	37451.2	36258.5	34492.9	32267.9	33786	28579.1	19600.6	20519.5	22193.4	17525.3	19047.9	18898.8	25416	20372.5	22053.6	29751.8	27560.5	22652.7	23013.6	24205.6	25435.9	30127.9	22064.8	26613
Q9R0P3	Q9R0P3		Esd		186313	134241	159281	112291	142523	160498	86896.2	96564	90919.3	193201	131267	256327	234987	120344	227348	93016.5	94530.8	89223.5	90341.2	93454.5	97393.6	117426	88073.5	89297.6	57850.3	64885.5	56898.4	80878.6	66518.3	66902.2	125722	108209	105081
Q9R0P5	Q9R0P5		Dstn		28909.9	25927.6	29687.8	23420.2	29769.2	26332.5	23614	23255.1	27254.3		42055.1	23186.3	13222.3	6080.52	5979.41	20721.1	20624.9	19866.8	25614.3	23942.9	23844	19966.6	18995.2	17897	17566.1	17336.5	16402.2	21420	22140.7	23802.9	23125.9	22680.3	24439.9
